汤姆·汉克斯,1183
迈克尔·法斯宾德,412
马特·达蒙,1251
萨姆·沃辛顿,377
克里斯·派恩,417
雷·罗马诺,0
杰克·吉伦哈尔,794
丹尼尔·雷德克里夫,599
杰克·布莱克,269
迪伦·奥布莱恩,0
汤姆·克鲁斯,1245
李连杰,11175
鲁比·巴恩希尔,0
詹妮弗·劳伦斯,1482
阿萨·巴特菲尔德,0
杰西·艾森伯格,395
瑞恩·雷诺兹,1000
杰西·艾森伯格,395
尼尔·帕特里克·哈里斯,194
塞斯·罗根,108
欧文·威尔逊,263
